exposure	condition.1	condition.2	rg	rg.SE	partial_rg	partial_rg.SE	diff.T	diff.P	q	delta_rg	prop_atten	prop_atten_flag	class
ApoB	anxiety	stroke_all	0.240076	0.040409	0.239730	0.040520	0.262298	0.793092	0.955247	0.000347	0.001444	OK	A_persistent
ApoB	anxiety	tendon	0.304089	0.036617	0.307244	0.037103	-1.126728	0.259858	0.574677	-0.003156	-0.010378	FLAG_OUT_OF_RANGE	A_persistent
ApoB	anxiety	thromboembolic	0.164003	0.038671	0.163543	0.038706	0.421191	0.673615	0.916304	0.000460	0.002806	OK	A_persistent
ApoB	anxiety	tinnitus	0.460490	0.057781	0.459824	0.057947	0.442316	0.658260	0.907421	0.000666	0.001446	OK	A_persistent
ApoB	anxiety	ulc_colitis	0.141714	0.032202	0.140723	0.032177	0.816979	0.413941	0.735182	0.000990	0.006989	OK	A_persistent
ApoB	anxiety	ulcer_peptic	0.413300	0.044444	0.416731	0.044841	-0.904298	0.365837	0.688109	-0.003431	-0.008301	FLAG_OUT_OF_RANGE	A_persistent
ApoB	anxiety	urine_incont	0.283822	0.042152	0.283429	0.042260	0.386728	0.698957	0.930238	0.000394	0.001388	OK	A_persistent
ApoB	anxiety	urolithiasis	0.232416	0.032445	0.234530	0.032729	-0.924875	0.355031	0.676400	-0.002114	-0.009098	FLAG_OUT_OF_RANGE	A_persistent
ApoB	anxiety	valve_nonrheumatic	0.164912	0.043677	0.164613	0.043841	0.226379	0.820906	0.960580	0.000298	0.001809	OK	A_persistent
ApoB	asthma	BPH	0.117508	0.031853	0.117852	0.031767	-0.318989	0.749735	0.945972	-0.000344	-0.002923	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	CKD	0.079436	0.033990	0.079425	0.034045	0.054556	0.956492	0.987830	0.000012	0.000147	OK	A_persistent
ApoB	asthma	COPD	0.590586	0.019624	0.591304	0.019615	-0.733188	0.463444	0.778761	-0.000718	-0.001216	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	ED	0.213631	0.051548	0.213699	0.051565	-0.143493	0.885901	0.969452	-0.000068	-0.000318	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	GORD	0.420444	0.023051	0.421618	0.022954	-0.618352	0.536343	0.836318	-0.001174	-0.002793	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	HF	0.259562	0.028019	0.260053	0.028095	-0.447497	0.654516	0.906534	-0.000491	-0.001893	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	IBS	0.352475	0.030039	0.352937	0.029993	-0.444571	0.656630	0.907102	-0.000462	-0.001311	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	IDA	0.278975	0.038548	0.279026	0.038592	-0.062400	0.950244	0.985953	-0.000051	-0.000183	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	OA	0.356063	0.024017	0.356044	0.023968	0.048517	0.961304	0.988690	0.000019	0.000053	OK	A_persistent
ApoB	asthma	PMR	0.131656	0.058224	0.131599	0.058238	0.143792	0.885665	0.969478	0.000057	0.000431	OK	A_persistent
ApoB	asthma	RA	0.293165	0.034517	0.293147	0.034538	0.118447	0.905714	0.974539	0.000017	0.000060	OK	A_persistent
ApoB	asthma	TIA	0.273040	0.048296	0.273048	0.048313	-0.010699	0.991463	0.998158	-0.000008	-0.000030	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	b12_def	0.216295	0.051902	0.216348	0.052023	-0.046255	0.963107	0.988772	-0.000054	-0.000249	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	bursitis	0.319682	0.051627	0.319658	0.051685	0.053481	0.957348	0.988303	0.000024	0.000076	OK	A_persistent
ApoB	asthma	carpal_tunnel	0.247983	0.025768	0.247997	0.025800	-0.017329	0.986174	0.996669	-0.000015	-0.000060	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	cataract	0.176103	0.024012	0.176166	0.024036	-0.185309	0.852987	0.965609	-0.000063	-0.000357	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	cholelithiasis	0.173014	0.033303	0.173027	0.033340	-0.062346	0.950287	0.985929	-0.000013	-0.000072	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	coronary_heart	0.173015	0.021046	0.173449	0.021144	-0.186737	0.851867	0.965513	-0.000434	-0.002508	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	deaf	0.164772	0.024119	0.164722	0.024125	0.152693	0.878640	0.968401	0.000050	0.000304	OK	A_persistent
ApoB	asthma	depression	0.307309	0.026476	0.307317	0.026483	-0.071423	0.943061	0.983634	-0.000008	-0.000026	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	diabetes_type_2	0.213718	0.021631	0.213772	0.021473	-0.046440	0.962959	0.988892	-0.000054	-0.000251	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	diverticuli	0.217943	0.023321	0.217897	0.023320	0.124487	0.900930	0.973467	0.000046	0.000213	OK	A_persistent
ApoB	asthma	enthesopathy_lower	0.393658	0.051073	0.394275	0.051000	-0.553589	0.579860	0.863449	-0.000617	-0.001568	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	enthesopathy_shoulder	0.317471	0.032264	0.317678	0.032167	-0.186350	0.852170	0.965344	-0.000207	-0.000652	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	enthesopathy_upper	0.301452	0.033682	0.302605	0.033689	-0.503299	0.614754	0.883809	-0.001153	-0.003825	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	essential_tremor	0.131557	0.049210	0.131497	0.049302	0.152515	0.878781	0.968270	0.000060	0.000458	OK	A_persistent
ApoB	asthma	female_genital_prolapse	0.150715	0.027054	0.150660	0.027111	0.153315	0.878150	0.968362	0.000055	0.000363	OK	A_persistent
ApoB	asthma	fibromatosis	0.043402	0.033844	0.043326	0.033788	0.183634	0.854301	0.965483			unstable_baseline	F_unstable_lowpower
ApoB	asthma	fibromyalgia	0.439417	0.055424	0.439446	0.055458	-0.096457	0.923157	0.978480	-0.000029	-0.000066	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	gastritis_duodenitis	0.398513	0.031960	0.399254	0.032031	-0.450067	0.652662	0.905817	-0.000740	-0.001858	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	glaucoma	0.020241	0.029178	0.020319	0.029193	-0.191312	0.848281	0.964602			unstable_baseline	F_unstable_lowpower
ApoB	asthma	gout	0.130073	0.023295	0.130043	0.023467	0.020830	0.983381	0.995736	0.000030	0.000233	OK	A_persistent
ApoB	asthma	hypertension	0.238485	0.023062	0.239517	0.023491	-0.609800	0.541994	0.840210	-0.001032	-0.004329	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	hyperthyroid	0.101384	0.049756	0.101382	0.049806	0.005902	0.995291	0.999447	0.000001	0.000012	OK	A_persistent
ApoB	asthma	hypothyroid	0.161447	0.031160	0.161511	0.031109	-0.209223	0.834274	0.961285	-0.000064	-0.000399	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	insomnia	0.308516	0.060240	0.308714	0.060396	-0.217883	0.827520	0.960555	-0.000197	-0.000639	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	intervert_disc	0.300701	0.028874	0.300749	0.028826	-0.058903	0.953029	0.986714	-0.000048	-0.000160	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	isch_stroke_tia	0.249806	0.054554	0.250192	0.054664	-0.331473	0.740287	0.944118	-0.000386	-0.001543	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	migraine	0.251005	0.029074	0.251118	0.028970	-0.097216	0.922555	0.978328	-0.000113	-0.000451	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	osteoporosis	0.156388	0.030894	0.156718	0.030723	-0.338094	0.735292	0.942099	-0.000329	-0.002106	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	periph_neuro	0.338169	0.049156	0.338981	0.049266	-0.400562	0.688743	0.924816	-0.000812	-0.002401	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	peripheral_arterial	0.254027	0.047977	0.256036	0.048266	-0.586963	0.557228	0.850473	-0.002009	-0.007910	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	pri_bladder	0.044089	0.061721	0.044472	0.061651	-0.261517	0.793693	0.954891			unstable_baseline	F_unstable_lowpower
ApoB	asthma	pri_breast	-0.001115	0.024051	-0.001214	0.024048	0.209921	0.833729	0.961251			unstable_baseline	F_unstable_lowpower
ApoB	asthma	pri_colorectal	-0.087972	0.039583	-0.088926	0.040062	0.407767	0.683444	0.922938	0.000954	-0.010845	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	pri_prost	-0.061371	0.035202	-0.061966	0.034794	0.327436	0.743338	0.944615			unstable_baseline	F_unstable_lowpower
ApoB	asthma	pri_skin	-0.062042	0.029522	-0.062066	0.029533	0.142167	0.886948	0.969602	0.000025	-0.000395	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	psoriasis	0.177946	0.047815	0.177891	0.047855	0.128361	0.897864	0.973327	0.000055	0.000311	OK	A_persistent
ApoB	asthma	raynauds	0.051884	0.051101	0.052505	0.051587	-0.294388	0.768462	0.950852			unstable_baseline	F_unstable_lowpower
ApoB	asthma	retinal_detach	0.016967	0.035966	0.017162	0.036003	-0.215021	0.829751	0.960825			unstable_baseline	F_unstable_lowpower
ApoB	asthma	schizo	0.075870	0.019642	0.075886	0.019644	-0.129341	0.897088	0.972769	-0.000016	-0.000213	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	scoliosis	0.050513	0.055551	0.050423	0.055502	0.177143	0.859396	0.966116			unstable_baseline	F_unstable_lowpower
ApoB	asthma	sinusitis	0.472369	0.058815	0.473869	0.059123	-0.650438	0.515409	0.821108	-0.001500	-0.003176	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	sleep_apnoea	0.289989	0.029492	0.290290	0.029372	-0.224121	0.822663	0.961052	-0.000301	-0.001039	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	spondylolisthesis	0.207220	0.053862	0.207226	0.053912	-0.005677	0.995470	0.999358	-0.000006	-0.000027	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	spondylosis	0.383932	0.036853	0.384325	0.036878	-0.298137	0.765599	0.949753	-0.000393	-0.001023	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	stroke_all	0.237686	0.041251	0.237802	0.041278	-0.224599	0.822291	0.960994	-0.000116	-0.000490	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	tendon	0.365934	0.033861	0.366638	0.033962	-0.455778	0.648550	0.903558	-0.000704	-0.001924	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	thromboembolic	0.212128	0.030948	0.212265	0.031006	-0.237628	0.812169	0.959164	-0.000137	-0.000647	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	tinnitus	0.160861	0.064087	0.161590	0.063614	-0.419806	0.674627	0.916844	-0.000729	-0.004531	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	ulc_colitis	0.074490	0.034900	0.074751	0.034947	-0.273879	0.784178	0.954379	-0.000260	-0.003496	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	ulcer_peptic	0.340742	0.047029	0.341343	0.047086	-0.362764	0.716781	0.938050	-0.000601	-0.001763	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	urine_incont	0.303237	0.035141	0.303396	0.035181	-0.284241	0.776226	0.952240	-0.000158	-0.000522	FLAG_OUT_OF_RANGE	A_persistent
ApoB	asthma	urolithiasis	0.077141	0.031328	0.076997	0.031632	0.108085	0.913928	0.976262	0.000144	0.001869	OK	A_persistent
ApoB	asthma	valve_nonrheumatic	0.115548	0.040260	0.115623	0.040359	-0.162448	0.870953	0.967509	-0.000075	-0.000651	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	BPH	-0.010105	0.067672	-0.007700	0.067904	-0.817822	0.413459	0.734764			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	CKD	0.143675	0.071138	0.143732	0.071326	-0.029158	0.976739	0.993260	-0.000058	-0.000402	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	COPD	0.335523	0.057214	0.333499	0.057112	0.861911	0.388737	0.710912	0.002024	0.006032	OK	A_persistent
ApoB	b12_def	ED	0.246463	0.125331	0.247407	0.125726	-0.313750	0.753711	0.947380			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	GORD	0.358939	0.055806	0.356205	0.056195	0.751041	0.452628	0.769871	0.002733	0.007615	OK	A_persistent
ApoB	b12_def	HF	0.281246	0.069123	0.284351	0.069311	-0.834918	0.403764	0.726366	-0.003104	-0.011037	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	IBS	0.221007	0.066851	0.223561	0.066698	-0.818589	0.413021	0.734511	-0.002554	-0.011558	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	IDA	0.515710	0.101701	0.514661	0.102282	0.582160	0.560459	0.852003	0.001048	0.002033	OK	A_persistent
ApoB	b12_def	OA	0.288055	0.048422	0.287446	0.048501	0.529079	0.596750	0.872565	0.000609	0.002114	OK	A_persistent
ApoB	b12_def	PMR	0.140490	0.123442	0.139874	0.123269	0.219666	0.826131	0.960438			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	RA	0.373136	0.076315	0.373386	0.076518	-0.125629	0.900026	0.973548	-0.000250	-0.000669	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	TIA	0.221626	0.089803	0.220188	0.089943	0.490559	0.623738	0.888755	0.001438	0.006489	OK	A_persistent
ApoB	b12_def	bursitis	-0.109269	0.115162	-0.110587	0.115535	0.437949	0.661423	0.909259			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	carpal_tunnel	0.237874	0.051564	0.236257	0.051706	0.893449	0.371617	0.692601	0.001617	0.006798	OK	A_persistent
ApoB	b12_def	cataract	0.078442	0.057528	0.079123	0.057489	-0.421954	0.673059	0.915881			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	cholelithiasis	0.301883	0.060743	0.302419	0.060976	-0.253310	0.800028	0.957107	-0.000535	-0.001773	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	coronary_heart	0.227549	0.049418	0.223621	0.049912	0.801229	0.422999	0.743390	0.003929	0.017264	OK	A_persistent
ApoB	b12_def	deaf	0.080798	0.057856	0.080139	0.058213	0.486191	0.626832	0.891035			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	depression	0.197705	0.053776	0.198029	0.053980	-0.265875	0.790336	0.954703	-0.000324	-0.001638	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	diabetes_type_2	0.291625	0.047056	0.289628	0.047358	0.888666	0.374183	0.694864	0.001997	0.006848	OK	A_persistent
ApoB	b12_def	diverticuli	0.170974	0.050396	0.170350	0.050365	0.581210	0.561099	0.852194	0.000624	0.003652	OK	A_persistent
ApoB	b12_def	enthesopathy_lower	0.287591	0.105116	0.290664	0.105976	-0.674414	0.500048	0.808383	-0.003073	-0.010685	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	enthesopathy_shoulder	0.347417	0.060397	0.345565	0.060657	0.796811	0.425561	0.745431	0.001852	0.005331	OK	A_persistent
ApoB	b12_def	enthesopathy_upper	0.189987	0.073091	0.185764	0.073763	0.821666	0.411267	0.732703	0.004223	0.022230	OK	A_persistent
ApoB	b12_def	essential_tremor	-0.089168	0.119288	-0.090207	0.119492	0.335367	0.737348	0.942951			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	female_genital_prolapse	0.105396	0.055540	0.104712	0.055885	0.423233	0.672125	0.915530			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	fibromatosis	0.097939	0.062088	0.097163	0.062227	0.423904	0.671636	0.915197			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	fibromyalgia	0.221097	0.111024	0.221630	0.111400	-0.210222	0.833495	0.961204			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	gastritis_duodenitis	0.415004	0.071612	0.412813	0.071766	0.802796	0.422093	0.742935	0.002191	0.005280	OK	A_persistent
ApoB	b12_def	glaucoma	-0.099872	0.058528	-0.099185	0.058546	-0.538771	0.590045	0.870185			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	gout	0.139222	0.056427	0.136257	0.056835	0.843279	0.399072	0.721495	0.002965	0.021300	OK	A_persistent
ApoB	b12_def	hypertension	0.232752	0.048465	0.237708	0.048872	-1.051501	0.293028	0.610971	-0.004956	-0.021292	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	hyperthyroid	0.255831	0.078858	0.256161	0.079352	-0.141357	0.887588	0.969874	-0.000330	-0.001289	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	hypothyroid	0.367196	0.059477	0.368317	0.059702	-0.526852	0.598296	0.873199	-0.001121	-0.003054	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	insomnia	0.283834	0.123659	0.285536	0.123900	-0.428478	0.668303	0.914249	-0.001702	-0.005998	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	intervert_disc	0.365355	0.065772	0.364077	0.065769	0.803863	0.421476	0.742551	0.001278	0.003498	OK	A_persistent
ApoB	b12_def	isch_stroke_tia	0.382538	0.107854	0.385460	0.108668	-0.654501	0.512789	0.819297	-0.002922	-0.007639	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	migraine	0.189653	0.056394	0.187339	0.056339	0.925786	0.354557	0.676189	0.002314	0.012199	OK	A_persistent
ApoB	b12_def	osteoporosis	0.094687	0.071537	0.097075	0.071694	-0.757342	0.448845	0.766145			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	periph_neuro	0.344124	0.110732	0.341365	0.111457	0.745145	0.456184	0.771868	0.002759	0.008018	OK	A_persistent
ApoB	b12_def	peripheral_arterial	0.498272	0.115263	0.496547	0.117107	0.275308	0.783080	0.953899	0.001725	0.003462	OK	A_persistent
ApoB	b12_def	pri_bladder	0.007366	0.128416	0.010692	0.129230	-0.725269	0.468287	0.782314			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	pri_breast	-0.074476	0.057406	-0.075694	0.057856	0.749860	0.453339	0.770114			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	pri_colorectal	-0.031856	0.082189	-0.037509	0.083040	0.960323	0.336893	0.659628			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	pri_prost	-0.001078	0.060236	-0.005414	0.060791	0.942542	0.345915	0.668602			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	pri_skin	-0.089627	0.065288	-0.090011	0.065343	0.233398	0.815452	0.959545			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	psoriasis	0.251843	0.094074	0.251254	0.094429	0.333331	0.738885	0.943378	0.000589	0.002338	OK	A_persistent
ApoB	b12_def	raynauds	0.248499	0.132730	0.254478	0.133469	-0.909864	0.362894	0.685426			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	retinal_detach	0.025599	0.091877	0.027683	0.091425	-0.639660	0.522394	0.826057			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	schizo	-0.010953	0.048884	-0.010801	0.048937	-0.152747	0.878598	0.968426			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	scoliosis	0.077444	0.095046	0.076425	0.095256	0.365470	0.714761	0.937381			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	sinusitis	0.243166	0.119042	0.247813	0.119944	-0.820014	0.412208	0.733678	-0.004647	-0.019109	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	sleep_apnoea	0.238567	0.051484	0.235986	0.051378	0.885711	0.375773	0.696343	0.002581	0.010819	OK	A_persistent
ApoB	b12_def	spondylolisthesis	0.112602	0.114368	0.110427	0.114478	0.663394	0.507078	0.813749			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	spondylosis	0.308544	0.079343	0.306394	0.079629	0.829881	0.406606	0.728840	0.002150	0.006968	OK	A_persistent
ApoB	b12_def	stroke_all	0.210190	0.089022	0.211404	0.089578	-0.374918	0.707722	0.934561	-0.001214	-0.005777	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	tendon	0.292534	0.070452	0.289765	0.070726	0.807203	0.419550	0.740732	0.002768	0.009464	OK	A_persistent
ApoB	b12_def	thromboembolic	0.179485	0.069782	0.180813	0.069834	-0.567592	0.570312	0.858318	-0.001328	-0.007399	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	tinnitus	0.039619	0.102472	0.043476	0.103007	-0.820578	0.411887	0.733194			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	ulc_colitis	0.106279	0.063653	0.108703	0.063846	-0.884906	0.376207	0.697061			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	ulcer_peptic	0.365412	0.093464	0.362993	0.093660	0.758870	0.447930	0.765285	0.002419	0.006619	OK	A_persistent
ApoB	b12_def	urine_incont	0.293037	0.076601	0.294558	0.076585	-0.562302	0.573910	0.860346	-0.001521	-0.005191	FLAG_OUT_OF_RANGE	A_persistent
ApoB	b12_def	urolithiasis	0.135318	0.073092	0.132679	0.073419	0.856001	0.391997	0.714421			unstable_baseline	F_unstable_lowpower
ApoB	b12_def	valve_nonrheumatic	0.178679	0.072009	0.179653	0.072317	-0.346793	0.728746	0.940501	-0.000974	-0.005451	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	CKD	0.163237	0.062395	0.163217	0.062465	0.026514	0.978847	0.993777	0.000020	0.000122	OK	A_persistent
ApoB	bursitis	COPD	0.320399	0.064715	0.319761	0.064983	0.245249	0.806264	0.958338	0.000638	0.001990	OK	A_persistent
ApoB	bursitis	ED	0.206618	0.113084	0.206918	0.112926	-0.215806	0.829139	0.960938			unstable_baseline	F_unstable_lowpower
ApoB	bursitis	GORD	0.419713	0.062093	0.419516	0.062376	0.050560	0.959676	0.988516	0.000197	0.000469	OK	A_persistent
ApoB	bursitis	HF	0.257636	0.067137	0.258953	0.067327	-0.473970	0.635522	0.896464	-0.001317	-0.005112	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	IBS	0.254929	0.073636	0.256033	0.073759	-0.444789	0.656472	0.907388	-0.001104	-0.004330	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	IDA	0.199949	0.096005	0.199264	0.096234	0.330366	0.741123	0.944215	0.000685	0.003427	OK	A_persistent
ApoB	bursitis	OA	0.644465	0.062790	0.644310	0.062837	0.353069	0.724037	0.939301	0.000155	0.000240	OK	A_persistent
ApoB	bursitis	PMR	0.196188	0.110497	0.195919	0.110645	0.227935	0.819697	0.960824			unstable_baseline	F_unstable_lowpower
ApoB	bursitis	RA	0.219975	0.069391	0.219917	0.069496	0.083062	0.933803	0.981253	0.000058	0.000266	OK	A_persistent
ApoB	bursitis	TIA	0.296351	0.114522	0.295838	0.114777	0.307309	0.758609	0.948181	0.000513	0.001732	OK	A_persistent
ApoB	bursitis	carpal_tunnel	0.385831	0.061171	0.385362	0.061153	0.284525	0.776008	0.952208	0.000468	0.001214	OK	A_persistent
ApoB	bursitis	cataract	0.132690	0.056316	0.132960	0.056278	-0.291939	0.770333	0.951194	-0.000270	-0.002035	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	cholelithiasis	0.197013	0.066063	0.197106	0.066037	-0.110706	0.911850	0.975720	-0.000093	-0.000471	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	coronary_heart	0.185373	0.047108	0.184173	0.047685	0.239135	0.811001	0.958695	0.001199	0.006470	OK	A_persistent
ApoB	bursitis	deaf	0.101438	0.057688	0.101153	0.057778	0.403528	0.686560	0.924049			unstable_baseline	F_unstable_lowpower
ApoB	bursitis	depression	0.208633	0.061757	0.208702	0.061816	-0.140889	0.887957	0.970065	-0.000068	-0.000327	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	diabetes_type_2	0.185975	0.044333	0.185131	0.044833	0.335929	0.736924	0.942651	0.000844	0.004536	OK	A_persistent
ApoB	bursitis	diverticuli	0.225568	0.058485	0.225290	0.058515	0.363435	0.716280	0.937641	0.000278	0.001232	OK	A_persistent
ApoB	bursitis	enthesopathy_lower	0.705016	0.073167	0.706867	0.072760	-0.581621	0.560822	0.852033	-0.001851	-0.002626	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	enthesopathy_shoulder	0.659260	0.070039	0.659206	0.070167	0.026626	0.978758	0.993754	0.000055	0.000083	OK	A_persistent
ApoB	bursitis	enthesopathy_upper	0.764602	0.070696	0.766696	0.070925	-0.473507	0.635851	0.896336	-0.002094	-0.002739	FLAG_OUT_OF_RANGE	A_persistent
ApoB	bursitis	essential_tremor	-0.035635	0.114062	-0.036016	0.114163	0.262071	0.793266	0.954994			unstable_baseline	F_unstable_lowpower
